"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"06.05.2021","10.228,35","10.254,88","10.258,27","10.170,53","245,64M","-0,23%"
"05.05.2021","10.252,15","10.324,70","10.332,38","10.252,15","241,25M","-0,65%"
"04.05.2021","10.318,94","10.320,96","10.354,03","10.253,32","238,91M","0,09%"
"03.05.2021","10.309,37","10.381,40","10.386,34","10.309,37","270,27M","-0,54%"
"02.05.2021","10.365,51","10.406,06","10.416,48","10.330,72","321,05M","-0,51%"
"29.04.2021","10.418,98","10.493,64","10.503,33","10.382,49","356,29M","-1,07%"
"28.04.2021","10.531,22","10.328,49","10.540,17","10.308,60","457,40M","2,57%"
"27.04.2021","10.267,17","10.226,35","10.267,17","10.205,03","359,50M","0,35%"
"26.04.2021","10.231,06","10.155,11","10.231,06","10.139,97","309,56M","0,87%"
"25.04.2021","10.142,48","10.139,08","10.173,30","10.128,99","275,14M","0,08%"
"22.04.2021","10.134,08","10.109,59","10.136,66","10.092,22","260,56M","0,38%"
"21.04.2021","10.095,36","10.127,94","10.142,16","10.095,36","251,78M","-0,21%"
"20.04.2021","10.116,98","10.097,01","10.125,57","10.086,86","345,98M","0,19%"
"19.04.2021","10.097,65","10.062,16","10.097,65","10.007,38","338,52M","0,49%"
"18.04.2021","10.048,70","10.009,61","10.065,05","10.006,10","237,44M","0,61%"
"15.04.2021","9.987,92","9.863,29","9.987,92","9.862,29","225,51M","1,42%"
"14.04.2021","9.847,62","9.820,03","9.847,62","9.767,01","202,95M","0,09%"
"13.04.2021","9.838,28","9.911,53","9.922,00","9.838,28","254,23M","-0,70%"
"12.04.2021","9.907,62","9.927,02","9.929,65","9.846,57","285,60M","-0,31%"
"11.04.2021","9.938,32","10.010,59","10.015,76","9.921,27","302,39M","-0,74%"
"08.04.2021","10.012,13","10.011,35","10.039,23","9.977,15","282,44M","-0,02%"
"07.04.2021","10.014,30","9.992,51","10.030,35","9.979,16","336,29M","0,25%"
"06.04.2021","9.988,98","9.965,18","9.995,84","9.958,93","396,76M","0,24%"
"05.04.2021","9.964,84","9.969,51","9.984,14","9.939,60","364,40M","0,02%"
"04.04.2021","9.962,77","9.891,10","9.986,16","9.862,77","373,20M","0,68%"
"01.04.2021","9.895,56","9.908,07","9.938,50","9.869,47","328,30M","-0,12%"
"31.03.2021","9.907,82","9.810,52","9.909,64","9.762,37","507,95M","2,83%"
"30.03.2021","9.635,34","9.610,66","9.635,34","9.592,28","355,30M","0,20%"
"29.03.2021","9.615,63","9.496,36","9.615,63","9.492,07","314,74M","1,40%"
"28.03.2021","9.482,95","9.438,60","9.508,20","9.422,91","252,81M","0,69%"
"25.03.2021","9.417,71","9.463,52","9.495,43","9.417,71","253,31M","-0,49%"
"24.03.2021","9.464,08","9.462,58","9.498,71","9.430,66","290,92M","-0,27%"
"23.03.2021","9.489,63","9.546,12","9.571,88","9.489,63","376,55M","-0,61%"
"22.03.2021","9.547,42","9.500,56","9.565,69","9.466,84","344,72M","0,51%"
"21.03.2021","9.498,85","9.462,19","9.508,42","9.454,25","289,28M","0,14%"
"18.03.2021","9.485,96","9.604,45","9.624,14","9.485,96","355,78M","-1,21%"
"17.03.2021","9.602,26","9.666,49","9.673,57","9.566,66","472,28M","-0,60%"
"16.03.2021","9.660,27","9.640,31","9.698,68","9.619,71","727,29M","0,15%"
"15.03.2021","9.645,74","9.678,50","9.678,70","9.610,72","508,45M","-0,20%"
"14.03.2021","9.664,61","9.611,32","9.666,58","9.611,32","450,29M","0,80%"
"11.03.2021","9.587,79","9.605,62","9.639,88","9.549,62","455,91M","-0,08%"
"10.03.2021","9.595,45","9.486,59","9.617,31","9.486,09","536,31M","1,29%"
"09.03.2021","9.473,20","9.381,64","9.487,65","9.380,74","571,87M","1,05%"
"08.03.2021","9.374,37","9.353,07","9.397,17","9.320,35","582,33M","0,25%"
"07.03.2021","9.351,08","9.320,56","9.375,35","9.320,19","572,99M","1,18%"
"04.03.2021","9.242,28","9.311,16","9.311,92","9.242,28","507,27M","-0,73%"
"03.03.2021","9.310,28","9.267,84","9.314,75","9.257,27","531,20M","0,67%"
"02.03.2021","9.248,28","9.159,46","9.266,99","9.158,98","570,40M","1,20%"
"01.03.2021","9.138,37","9.161,80","9.222,98","9.132,03","497,68M","-0,07%"
"28.02.2021","9.144,99","9.115,61","9.198,65","9.099,14","408,62M","-0,54%"
"25.02.2021","9.194,92","9.161,60","9.263,16","9.161,14","449,56M","0,87%"
"24.02.2021","9.115,76","9.166,81","9.217,03","9.078,54","545,87M","-0,39%"
"23.02.2021","9.151,71","9.096,86","9.177,91","9.095,43","465,77M","0,82%"
"22.02.2021","9.077,62","9.090,13","9.114,01","9.064,02","382,52M","-0,09%"
"21.02.2021","9.085,97","9.067,92","9.108,32","9.061,80","313,22M","0,68%"
"18.02.2021","9.024,23","9.084,31","9.118,23","9.024,23","382,32M","-0,66%"
"17.02.2021","9.084,31","9.101,96","9.134,41","9.058,28","489,11M","-0,19%"
"16.02.2021","9.101,96","9.081,78","9.117,63","9.027,34","480,10M","0,22%"
"15.02.2021","9.081,78","9.035,53","9.142,21","9.054,76","386,14M","0,51%"
"14.02.2021","9.035,53","8.943,85","9.047,70","8.956,49","324,15M","1,03%"
"11.02.2021","8.943,85","8.901,63","8.943,85","8.891,48","292,08M","0,47%"
"10.02.2021","8.901,63","8.892,92","8.972,26","8.889,92","304,66M","0,10%"
"09.02.2021","8.892,92","8.809,34","8.918,16","8.825,72","313,30M","0,95%"
"08.02.2021","8.809,34","8.687,93","8.822,20","8.692,74","276,19M","1,40%"
"07.02.2021","8.687,93","8.617,87","8.719,62","8.619,72","200,02M","0,81%"
"04.02.2021","8.617,87","8.542,55","8.626,29","8.464,47","233,52M","0,88%"
"03.02.2021","8.542,55","8.618,57","8.622,71","8.542,55","230,93M","-0,88%"
"02.02.2021","8.618,57","8.648,43","8.714,79","8.611,06","206,58M","-0,35%"
"01.02.2021","8.648,43","8.702,55","8.755,98","8.648,43","218,64M","-0,62%"
"31.01.2021","8.702,55","8.807,02","8.781,46","8.677,51","251,18M","-1,19%"
"28.01.2021","8.807,02","8.784,12","8.816,76","8.739,40","177,80M","0,26%"
"27.01.2021","8.784,12","8.789,87","8.820,48","8.784,12","142,29M","-0,07%"
"26.01.2021","8.789,87","8.846,95","8.844,73","8.789,87","160,05M","-0,65%"
"25.01.2021","8.846,95","8.829,52","8.872,71","8.837,69","169,00M","0,20%"
"24.01.2021","8.829,52","8.876,49","8.886,02","8.819,56","188,99M","-0,53%"
"21.01.2021","8.876,49","8.878,30","8.909,86","8.876,49","183,09M","-0,02%"
"20.01.2021","8.878,30","8.901,87","8.916,39","8.878,30","206,20M","-0,26%"
"19.01.2021","8.901,87","8.931,29","8.955,44","8.901,87","229,89M","-0,33%"
"18.01.2021","8.931,29","8.874,90","8.931,29","8.853,89","332,27M","0,64%"
"17.01.2021","8.874,90","8.898,68","8.901,48","8.866,66","242,17M","-0,27%"
"14.01.2021","8.898,68","8.914,29","8.912,78","8.873,42","222,48M","-0,18%"
"13.01.2021","8.914,29","8.884,46","8.914,29","8.880,91","257,00M","0,34%"
"12.01.2021","8.884,46","8.869,47","8.884,46","8.854,34","221,95M","0,17%"
"11.01.2021","8.869,47","8.817,05","8.869,47","8.804,26","301,60M","0,59%"
"10.01.2021","8.817,05","8.737,20","8.841,22","8.768,89","280,20M","0,91%"
"07.01.2021","8.737,20","8.670,80","8.737,20","8.659,60","256,25M","0,77%"
"06.01.2021","8.670,80","8.682,11","8.692,90","8.664,94","198,22M","-0,13%"
"05.01.2021","8.682,11","8.667,66","8.695,23","8.632,67","220,96M","0,17%"
"04.01.2021","8.667,66","8.612,82","8.670,77","8.621,55","245,61M","0,64%"
"03.01.2021","8.612,82","8.689,53","8.698,34","8.600,56","264,78M","-0,88%"
"31.12.2020","8.689,53","8.760,08","8.755,49","8.689,53","210,65M","-0,81%"
"30.12.2020","8.760,08","8.746,76","8.760,08","8.718,17","247,09M","0,15%"
"29.12.2020","8.746,76","8.715,38","8.746,76","8.692,25","282,54M","0,36%"
"28.12.2020","8.715,38","8.740,66","8.750,53","8.709,62","326,68M","-0,29%"
"27.12.2020","8.740,66","8.702,68","8.751,97","8.707,61","396,77M","0,44%"
"24.12.2020","8.702,68","8.720,67","8.733,10","8.678,80","365,22M","-0,21%"
"23.12.2020","8.720,67","8.680,45","8.730,70","8.648,44","367,34M","0,46%"
"22.12.2020","8.680,45","8.538,68","8.680,45","8.527,39","349,39M","1,66%"
"21.12.2020","8.538,68","8.686,89","8.585,99","8.464,32","482,15M","-1,71%"
"20.12.2020","8.686,89","8.711,58","8.761,84","8.684,42","365,92M","-0,28%"
"17.12.2020","8.711,58","8.721,18","8.765,80","8.711,58","424,72M","-0,11%"
"16.12.2020","8.721,18","8.659,37","8.721,18","8.673,84","372,83M","0,71%"
"15.12.2020","8.659,37","8.660,31","8.699,62","8.649,13","347,10M","-0,01%"
"14.12.2020","8.660,31","8.644,47","8.660,31","8.632,52","315,50M","0,18%"
"13.12.2020","8.644,47","8.643,97","8.680,98","8.633,77","321,96M","0,01%"
"10.12.2020","8.643,97","8.660,21","8.667,98","8.637,23","338,73M","-0,19%"
"09.12.2020","8.660,21","8.612,13","8.663,86","8.613,57","367,76M","0,56%"
"08.12.2020","8.612,13","8.633,38","8.636,37","8.584,49","391,85M","-0,25%"
"07.12.2020","8.633,38","8.581,68","8.633,38","8.536,92","369,44M","0,60%"
"06.12.2020","8.581,68","8.674,97","8.703,33","8.580,92","376,34M","-1,08%"
"03.12.2020","8.674,97","8.694,13","8.691,96","8.638,27","352,91M","-0,22%"
"02.12.2020","8.694,13","8.722,12","8.720,33","8.658,75","357,24M","-0,32%"
"01.12.2020","8.722,12","8.747,09","8.731,36","8.692,59","649,87M","-0,29%"
"30.11.2020","8.747,09","8.708,59","8.747,09","8.660,72","505,90M","0,44%"
"29.11.2020","8.708,59","8.693,47","8.730,54","8.694,84","444,73M","0,17%"
"26.11.2020","8.693,47","8.628,06","8.693,47","8.608,45","487,46M","0,05%"
"25.11.2020","8.688,76","8.636,14","8.721,45","8.667,60","533,91M","0,61%"
"24.11.2020","8.636,14","8.610,84","8.675,36","8.618,84","496,53M","0,29%"
"23.11.2020","8.610,84","8.588,17","8.623,69","8.547,51","483,85M","0,26%"
"22.11.2020","8.588,17","8.578,42","8.629,18","8.580,83","452,25M","0,11%"
"19.11.2020","8.578,42","8.621,19","8.616,23","8.571,47","429,89M","-0,50%"
"18.11.2020","8.621,19","8.572,73","8.621,19","8.548,28","529,22M","0,57%"
"17.11.2020","8.572,73","8.526,64","8.582,48","8.534,19","551,70M","0,54%"
"16.11.2020","8.526,64","8.501,58","8.526,64","8.458,45","507,40M","0,29%"
"15.11.2020","8.501,58","8.434,90","8.507,67","8.454,27","456,27M","0,79%"
"12.11.2020","8.434,90","8.449,66","8.449,94","8.409,17","346,24M","-0,17%"
"11.11.2020","8.449,66","8.405,04","8.453,01","8.376,97","407,55M","0,53%"
"10.11.2020","8.405,04","8.366,46","8.510,68","8.326,01","618,92M","0,46%"
"09.11.2020","8.366,46","8.160,35","8.366,46","8.178,33","440,96M","2,53%"
"08.11.2020","8.160,35","8.089,15","8.160,35","8.065,27","287,36M","0,88%"
"05.11.2020","8.089,15","8.088,73","8.091,58","8.029,84","262,88M","0,01%"
"04.11.2020","8.088,73","7.998,59","8.118,73","8.046,48","319,79M","1,13%"
"03.11.2020","7.998,59","8.021,02","8.082,83","7.998,59","291,33M","-0,28%"
"02.11.2020","8.021,02","7.864,78","8.032,99","7.874,30","305,73M","1,99%"
"01.11.2020","7.864,78","7.907,72","7.920,53","7.842,69","229,68M","-0,54%"
"29.10.2020","7.907,72","8.123,05","8.039,41","7.907,72","356,35M","-2,65%"
"28.10.2020","8.123,05","8.198,90","8.223,60","8.113,19","319,83M","-0,93%"
"27.10.2020","8.198,90","8.155,31","8.198,90","8.101,02","318,75M","0,53%"
"26.10.2020","8.155,31","8.154,59","8.267,09","8.020,41","498,72M","0,01%"
"25.10.2020","8.154,59","8.505,18","8.487,49","8.154,59","364,10M","-4,12%"
"22.10.2020","8.505,18","8.496,85","8.505,18","8.439,43","324,88M","0,10%"
"21.10.2020","8.496,85","8.533,00","8.567,30","8.496,85","372,73M","-0,42%"
"20.10.2020","8.533,00","8.547,61","8.533,00","8.466,28","440,55M","-0,17%"
"19.10.2020","8.547,61","8.560,81","8.581,55","8.531,23","377,31M","-0,15%"
"18.10.2020","8.560,81","8.553,79","8.598,58","8.546,84","415,13M","0,08%"
"15.10.2020","8.553,79","8.592,10","8.593,62","8.516,64","533,11M","-0,45%"
"14.10.2020","8.592,10","8.601,07","8.613,77","8.577,13","543,23M","-0,10%"
"13.10.2020","8.601,07","8.544,94","8.614,50","8.533,30","477,83M","0,66%"
"12.10.2020","8.544,94","8.513,26","8.548,52","8.481,29","479,30M","0,37%"
"11.10.2020","8.513,26","8.412,55","8.513,97","8.436,83","454,64M","1,20%"
"08.10.2020","8.412,55","8.358,79","8.420,14","8.349,61","436,52M","0,64%"
"07.10.2020","8.358,79","8.369,33","8.381,18","8.338,31","431,48M","-0,13%"
"06.10.2020","8.369,33","8.257,67","8.369,33","8.249,48","482,53M","1,35%"
"05.10.2020","8.257,67","8.177,76","8.257,67","8.095,88","505,84M","0,98%"
"04.10.2020","8.177,76","8.295,05","8.287,97","8.177,76","496,82M","-1,41%"
"01.10.2020","8.295,05","8.299,08","8.340,31","8.263,37","712,34M","-0,05%"
"30.09.2020","8.299,08","8.284,34","8.312,54","8.272,59","542,69M","0,18%"
"29.09.2020","8.284,34","8.334,65","8.360,93","8.284,34","627,75M","-0,60%"
"28.09.2020","8.334,65","8.293,62","8.373,34","8.313,04","672,46M","0,49%"
"27.09.2020","8.293,62","8.236,17","8.302,50","8.244,56","560,80M","0,70%"
"24.09.2020","8.236,17","8.244,82","8.265,33","8.199,48","407,32M","-0,10%"
"22.09.2020","8.244,82","8.291,35","8.287,44","8.213,14","407,81M","-0,56%"
"21.09.2020","8.291,35","8.364,61","8.390,25","8.291,35","512,40M","-0,88%"
"20.09.2020","8.364,61","8.337,88","8.376,83","8.332,59","439,64M","0,32%"
"17.09.2020","8.337,88","8.311,21","8.339,29","8.279,64","519,54M","0,32%"
"16.09.2020","8.311,21","8.321,74","8.377,97","8.290,20","593,96M","-0,13%"
"15.09.2020","8.321,74","8.256,07","8.328,53","8.252,09","613,21M","0,80%"
"14.09.2020","8.256,07","8.203,57","8.265,53","8.140,16","782,26M","0,64%"
"13.09.2020","8.203,57","8.135,16","8.206,00","8.157,22","516,12M","0,84%"
"10.09.2020","8.135,16","8.079,74","8.151,61","8.090,21","543,59M","0,69%"
"09.09.2020","8.079,74","8.089,54","8.079,74","8.022,46","508,05M","-0,12%"
"08.09.2020","8.089,54","8.050,14","8.103,94","8.054,74","529,05M","0,49%"
"07.09.2020","8.050,14","8.024,62","8.066,24","8.026,06","433,54M","0,32%"
"06.09.2020","8.024,62","8.045,09","8.034,54","7.977,37","401,63M","-0,25%"
"03.09.2020","8.045,09","8.013,44","8.053,71","8.001,43","564,10M","0,39%"
"02.09.2020","8.013,44","7.898,86","8.013,44","7.861,61","497,72M","1,45%"
"01.09.2020","7.898,86","7.940,70","7.995,55","7.898,86","514,15M","-0,53%"
"31.08.2020","7.940,70","7.983,82","8.017,28","7.940,70","546,49M","-0,54%"
"30.08.2020","7.983,82","7.934,43","7.984,27","7.929,61","369,58M","0,62%"
"27.08.2020","7.934,43","7.955,04","7.977,04","7.924,68","420,28M","-0,26%"
"26.08.2020","7.955,04","7.938,36","7.955,04","7.908,01","388,65M","0,21%"
"25.08.2020","7.938,36","7.957,38","7.995,71","7.938,36","393,94M","-0,24%"
"24.08.2020","7.957,38","7.901,93","7.957,38","7.892,48","396,87M","0,70%"
"23.08.2020","7.901,93","7.842,84","7.901,93","7.848,70","364,92M","0,75%"
"20.08.2020","7.842,84","7.853,05","7.848,30","7.812,27","299,45M","-0,13%"
"19.08.2020","7.853,05","7.853,57","7.890,79","7.842,15","388,12M","-0,01%"
"18.08.2020","7.853,57","7.757,26","7.853,57","7.734,22","328,38M","1,24%"
"17.08.2020","7.757,26","7.759,48","7.800,91","7.700,90","407,84M","-0,03%"
"16.08.2020","7.759,48","7.704,25","7.760,35","7.716,02","312,37M","0,72%"
"13.08.2020","7.704,25","7.645,55","7.708,78","7.652,35","339,68M","0,77%"
"12.08.2020","7.645,55","7.626,23","7.646,51","7.601,67","312,72M","0,25%"
"11.08.2020","7.626,23","7.535,96","7.626,23","7.536,34","386,55M","1,20%"
"10.08.2020","7.535,96","7.530,31","7.545,31","7.517,30","297,46M","0,08%"
"09.08.2020","7.530,31","7.499,97","7.533,86","7.490,80","282,12M","0,40%"
"06.08.2020","7.499,97","7.470,26","7.518,13","7.486,39","242,26M","0,40%"
"05.08.2020","7.470,26","7.459,21","7.505,22","7.459,77","229,08M","0,15%"
"28.07.2020","7.459,21","7.455,74","7.459,26","7.437,54","201,69M","0,05%"
"27.07.2020","7.455,74","7.434,05","7.463,16","7.423,95","186,59M","0,29%"
"26.07.2020","7.434,05","7.426,78","7.444,21","7.403,78","223,26M","0,10%"
"23.07.2020","7.426,78","7.427,89","7.430,47","7.406,71","232,58M","-0,01%"
"22.07.2020","7.427,89","7.417,26","7.436,03","7.411,93","320,82M","0,14%"
"21.07.2020","7.417,26","7.377,36","7.417,26","7.373,83","328,00M","0,54%"
"20.07.2020","7.377,36","7.423,23","7.409,89","7.257,16","419,03M","-0,62%"
"19.07.2020","7.423,23","7.426,76","7.449,29","7.417,46","273,94M","-0,05%"
"16.07.2020","7.426,76","7.418,04","7.439,32","7.416,85","272,74M","0,12%"
"15.07.2020","7.418,04","7.380,35","7.418,04","7.383,01","269,85M","0,51%"
"14.07.2020","7.380,35","7.412,21","7.410,09","7.357,00","267,92M","-0,43%"
"13.07.2020","7.412,21","7.431,58","7.443,47","7.406,01","341,35M","-0,26%"
"12.07.2020","7.431,58","7.416,67","7.453,52","7.425,33","303,43M","0,20%"
"09.07.2020","7.416,67","7.394,26","7.439,73","7.405,27","314,26M","0,30%"
"08.07.2020","7.394,26","7.400,53","7.415,52","7.391,47","317,68M","-0,08%"
"07.07.2020","7.400,53","7.390,59","7.427,42","7.391,17","267,13M","0,13%"
"06.07.2020","7.390,59","7.388,49","7.424,79","7.375,01","395,53M","0,03%"
"05.07.2020","7.388,49","7.312,24","7.388,67","7.329,71","303,52M","1,04%"
"02.07.2020","7.312,24","7.253,33","7.312,24","7.271,41","211,10M","0,81%"
"01.07.2020","7.253,33","7.224,09","7.283,68","7.213,99","215,52M","0,40%"
"30.06.2020","7.224,09","7.287,41","7.328,28","7.224,09","315,09M","-0,87%"
"29.06.2020","7.287,41","7.292,62","7.307,54","7.269,49","326,47M","-0,07%"
"28.06.2020","7.292,62","7.232,34","7.298,86","7.259,66","217,66M","0,83%"
"25.06.2020","7.232,34","7.213,36","7.244,35","7.155,32","223,50M","0,26%"
"24.06.2020","7.213,36","7.265,08","7.272,55","7.196,69","246,31M","-0,71%"
"23.06.2020","7.265,08","7.260,09","7.276,70","7.218,63","217,19M","0,07%"
"22.06.2020","7.260,09","7.345,88","7.342,07","7.244,51","265,53M","-1,17%"
"21.06.2020","7.345,88","7.355,66","7.381,98","7.343,93","255,00M","-0,13%"
"18.06.2020","7.355,66","7.309,67","7.355,66","7.293,39","398,58M","0,63%"
"17.06.2020","7.309,67","7.308,21","7.355,14","7.291,95","331,25M","0,02%"
"16.06.2020","7.308,21","7.263,65","7.358,16","7.284,40","351,33M","0,61%"
"15.06.2020","7.263,65","7.292,54","7.272,18","7.229,17","296,98M","-0,40%"
"14.06.2020","7.292,54","7.309,80","7.306,50","7.252,78","2,35B","-0,24%"
"11.06.2020","7.309,80","7.328,09","7.309,80","7.254,85","259,73M","-0,25%"
"10.06.2020","7.328,09","7.329,38","7.339,29","7.287,17","264,53M","-0,02%"
"09.06.2020","7.329,38","7.300,48","7.329,38","7.277,88","264,66M","0,40%"
"08.06.2020","7.300,48","7.267,86","7.306,43","7.247,47","275,32M","0,45%"
"07.06.2020","7.267,86","7.207,78","7.277,70","7.233,67","225,87M","0,83%"
"04.06.2020","7.207,78","7.222,41","7.207,78","7.129,25","234,18M","-0,20%"
"03.06.2020","7.222,41","7.285,23","7.311,85","7.202,39","286,85M","-0,86%"
"02.06.2020","7.285,23","7.288,81","7.321,36","7.277,63","343,52M","-0,05%"
"01.06.2020","7.288,81","7.213,03","7.288,81","7.202,14","349,59M","1,05%"
"31.05.2020","7.213,03","7.050,66","7.338,96","7.149,71","307,44M","2,30%"
"21.05.2020","7.050,66","7.050,17","7.084,00","7.037,81","274,85M","0,01%"
"20.05.2020","7.050,17","7.044,56","7.073,50","7.014,65","190,72M","0,08%"
"19.05.2020","7.044,56","6.921,15","7.057,61","6.961,79","242,30M","1,78%"
"18.05.2020","6.921,15","6.824,70","6.944,16","6.862,50","230,18M","1,41%"
"17.05.2020","6.824,70","6.716,98","6.825,47","6.778,75","198,54M","1,60%"
"14.05.2020","6.716,98","6.721,24","6.731,82","6.680,75","158,06M","-0,06%"
"13.05.2020","6.721,24","6.684,42","6.762,71","6.719,65","192,59M","0,55%"
"12.05.2020","6.684,42","6.603,96","6.724,78","6.622,86","222,87M","1,22%"
"11.05.2020","6.603,96","6.682,91","6.634,91","6.448,66","223,16M","-1,18%"
"10.05.2020","6.682,91","6.628,53","6.706,51","6.658,13","148,05M","0,82%"
"07.05.2020","6.628,53","6.655,11","6.677,85","6.602,67","177,48M","-0,40%"
"06.05.2020","6.655,11","6.710,51","6.810,46","6.655,11","223,46M","-0,83%"
"05.05.2020","6.710,51","6.595,97","6.762,41","6.700,88","228,55M","1,74%"
"04.05.2020","6.595,97","6.585,58","6.672,83","6.492,53","252,06M","0,16%"
"03.05.2020","6.585,58","7.112,90","6.726,67","6.575,31","305,74M","-7,41%"
"30.04.2020","7.112,90","6.985,33","7.112,90","7.024,98","300,44M","1,83%"
"29.04.2020","6.985,33","6.884,82","7.013,95","6.898,68","271,51M","1,46%"
"28.04.2020","6.884,82","6.827,80","6.884,82","6.809,36","233,88M","0,84%"
"27.04.2020","6.827,80","6.838,67","6.899,32","6.813,67","268,82M","-0,16%"
"26.04.2020","6.838,67","6.604,90","6.843,59","6.698,51","234,07M","3,54%"
"23.04.2020","6.604,90","6.541,47","6.640,64","6.587,31","201,61M","0,97%"
"22.04.2020","6.541,47","6.496,72","6.564,00","6.444,71","199,49M","0,69%"
"21.04.2020","6.496,72","6.601,07","6.554,60","6.454,93","189,54M","-1,58%"
"20.04.2020","6.601,07","6.678,44","6.665,35","6.576,20","152,06M","-1,16%"
"19.04.2020","6.678,44","6.631,69","6.712,47","6.652,98","140,65M","0,70%"
"16.04.2020","6.631,69","6.813,67","6.806,35","6.631,69","162,60M","-2,67%"
"15.04.2020","6.813,67","6.874,64","6.913,88","6.804,97","176,55M","-0,89%"
"14.04.2020","6.874,64","6.804,54","6.874,64","6.791,82","175,01M","1,03%"
"13.04.2020","6.804,54","6.865,74","6.914,17","6.804,54","169,32M","-0,89%"
"12.04.2020","6.865,74","7.006,24","7.012,51","6.855,85","195,00M","-2,01%"
"09.04.2020","7.006,24","6.999,34","7.073,95","6.988,96","239,31M","0,10%"
"08.04.2020","6.999,34","6.986,40","6.999,34","6.926,61","238,61M","0,19%"
"07.04.2020","6.986,40","6.860,92","6.986,40","6.854,15","262,77M","1,83%"
"06.04.2020","6.860,92","6.752,19","6.860,92","6.731,47","212,84M","1,61%"
"05.04.2020","6.752,19","6.749,69","6.881,39","6.738,70","278,74M","0,04%"
"02.04.2020","6.749,69","6.569,39","6.749,69","6.600,57","262,64M","2,74%"
"01.04.2020","6.569,39","6.505,35","6.569,39","6.479,28","170,89M","0,98%"
"31.03.2020","6.505,35","6.373,29","6.529,26","6.396,27","219,73M","2,07%"
"30.03.2020","6.373,29","6.376,62","6.404,41","6.354,35","164,72M","-0,05%"
"29.03.2020","6.376,62","6.326,92","6.385,94","6.260,45","161,30M","0,79%"
"26.03.2020","6.326,92","6.208,65","6.326,92","6.254,81","146,67M","1,90%"
"25.03.2020","6.208,65","6.193,66","6.401,82","6.171,91","330,44M","0,24%"
"24.03.2020","6.193,66","5.990,23","6.213,22","6.095,29","204,97M","3,40%"
"23.03.2020","5.990,23","6.171,91","6.173,11","5.974,78","190,44M","-2,94%"
"22.03.2020","6.171,91","6.267,56","6.284,40","6.159,21","165,16M","-1,53%"
"19.03.2020","6.267,56","6.154,85","6.347,89","6.105,16","359,73M","1,83%"
"18.03.2020","6.154,85","6.107,05","6.235,30","6.097,61","226,12M","0,78%"
"17.03.2020","6.107,05","5.959,69","6.182,01","5.971,61","258,60M","2,47%"
"16.03.2020","5.959,69","6.287,36","6.184,37","5.959,69","253,77M","-5,21%"
"15.03.2020","6.287,36","6.357,06","6.497,71","6.287,36","211,46M","-1,10%"
"12.03.2020","6.357,06","6.552,49","6.456,65","6.178,07","255,98M","-2,98%"
"11.03.2020","6.552,49","6.762,03","6.828,11","6.492,32","282,57M","-3,10%"
"10.03.2020","6.762,03","6.315,51","6.779,43","6.486,95","345,46M","7,07%"
"09.03.2020","6.315,51","6.846,36","6.461,50","6.196,98","283,91M","-7,75%"
"08.03.2020","6.846,36","7.467,52","7.027,98","6.835,33","295,73M","-8,32%"
"05.03.2020","7.467,52","7.524,50","7.571,19","7.457,62","145,77M","-0,76%"
"04.03.2020","7.524,50","7.556,52","7.531,43","7.416,59","174,56M","-0,42%"
"03.03.2020","7.556,52","7.349,19","7.561,31","7.475,49","171,03M","2,82%"
"02.03.2020","7.349,19","7.345,10","7.561,90","7.349,19","198,26M","0,06%"
"01.03.2020","7.345,10","7.628,34","7.461,16","7.314,88","184,11M","-3,71%"
"27.02.2020","7.628,34","7.711,12","7.678,51","7.561,50","179,73M","-1,07%"
"26.02.2020","7.711,12","7.758,15","7.729,36","7.655,84","157,35M","-0,61%"
"25.02.2020","7.758,15","7.747,10","7.776,30","7.687,54","143,73M","0,14%"
"24.02.2020","7.747,10","7.982,95","7.965,56","7.745,51","181,57M","-2,95%"
"23.02.2020","7.982,95","8.007,39","8.015,03","7.953,81","122,26M","-0,31%"
"20.02.2020","8.007,39","7.967,60","8.031,02","7.975,18","147,73M","0,50%"
"19.02.2020","7.967,60","7.858,93","7.967,60","7.862,47","111,91M","1,38%"
"18.02.2020","7.858,93","7.872,55","7.877,64","7.845,24","96,87M","-0,17%"
"17.02.2020","7.872,55","7.836,96","7.895,61","7.843,56","99,23M","0,45%"
"16.02.2020","7.836,96","7.874,41","7.886,89","7.819,31","121,36M","-0,48%"
"13.02.2020","7.874,41","7.915,36","7.937,53","7.839,47","188,56M","-0,52%"
"12.02.2020","7.915,36","7.895,64","7.923,06","7.876,81","148,13M","0,25%"
"11.02.2020","7.895,64","7.971,93","7.956,38","7.895,64","136,60M","-0,96%"
"10.02.2020","7.971,93","7.952,52","7.979,68","7.919,58","120,65M","0,24%"
"09.02.2020","7.952,52","8.053,09","8.085,39","7.890,09","152,18M","-1,25%"
"06.02.2020","8.053,09","8.094,36","8.123,87","8.036,52","171,72M","-0,51%"
"05.02.2020","8.094,36","8.138,40","8.179,31","8.084,91","153,27M","-0,54%"
"04.02.2020","8.138,40","8.112,69","8.149,08","8.120,95","148,54M","0,32%"
"03.02.2020","8.112,69","8.157,51","8.194,73","8.112,69","151,23M","-0,55%"
"02.02.2020","8.157,51","8.246,59","8.187,98","8.138,62","157,67M","-1,08%"
"30.01.2020","8.246,59","8.185,51","8.255,41","8.166,76","145,69M","0,75%"
"29.01.2020","8.185,51","8.166,08","8.216,66","8.156,42","143,04M","0,24%"
